っか, ක්ක, ක්ක
っき, ක්කී, ක්කී
っく, ක්කූ, ක්කූ
っけ, ක්කේ, ක්කේ
っこ, ක්කෝ, ක්කෝ
っきゃ, ක්කීආ, ක්කීආ
っきゅ, ක්කීඌ, ක්කීඌ
っきょ, ක්කීඕ, ක්කීඕ
っかあ, ක්කාආ, ක්කාආ
っきい, ක්කීඊ, ක්කීඊ
っくう, ක්කූඌ, ක්කූඌ
っけえ, ක්කේඒ, ක්කේඒ
っこう, ක්කෝඕ, ක්කෝඕ
っこお, ක්කෝඕ, ක්කෝඕ
っきゃあ, ක්කීආආ, ක්කීආආ
っきゅう, ක්කීඌඌ, ක්කීඌඌ
っきょう, ක්කීඕඕ, ක්කීඕඕ
っきょお, ක්කීඕඕ, ක්කීඕඕ
っけい, ක්කේඊ, ක්කේඊ
っさ, ස්ස, ස්ස
っすぃ, ස්සී, ස්සී
っす, ස්සූ, ස්සූ
っせ, ස්සේ, ස්සේ
っそ, ස්සෝ, ස්සෝ
っさあ, ස්සාආ, ස්සාආ
っすぃい, ස්සීඊ, ස්සීඊ
っすう, ස්සූඌ, ස්සූඌ
っせえ, ස්සේඒ, ස්සේඒ
っそう, ස්සෝඕ, ස්සෝඕ
っそお, ස්සෝඕ, ස්සෝඕ
っせい, ස්සේඊ, ස්සේඊ
っしゃ, ෂ්ෂ, ෂ්ෂ
っし, ෂ්ෂී, ෂ්ෂී
っしゅ, ෂ්ෂූ, ෂ්ෂූ
っしぇ, ෂ්ෂේ, ෂ්ෂේ
っしょ, ෂ්ෂෝ, ෂ්ෂෝ
っしゃあ, ෂ්ෂාආ, ෂ්ෂාආ
っしい, ෂ්ෂීඊ, ෂ්ෂීඊ
っしゅう, ෂ්ෂූඌ, ෂ්ෂූඌ
っしぇえ, ෂ්ෂේඒ, ෂ්ෂේඒ
っしょう, ෂ්ෂෝඕ, ෂ්ෂෝඕ
っしょお, ෂ්ෂෝඕ, ෂ්ෂෝඕ
っしぇい, ෂ්ෂේඊ, ෂ්ෂේඊ
った, ට්ට, ට්ට
